0	0
1	8.41173e-11
2	1.71667e-10
3	2.62791e-10
4	3.57633e-10
5	4.56345e-10
6	5.59086e-10
7	6.6602e-10
8	7.77318e-10
9	8.93158e-10
10	1.01373e-09
11	1.13921e-09
12	1.26982e-09
13	1.40576e-09
14	1.54725e-09
15	1.69451e-09
16	1.84778e-09
17	2.00731e-09
18	2.17335e-09
19	2.34616e-09
20	2.52603e-09
21	2.71323e-09
22	2.90808e-09
23	3.11088e-09
24	3.32195e-09
25	3.54164e-09
26	3.7703e-09
27	4.00828e-09
28	4.25598e-09
29	4.51379e-09
30	4.78212e-09
31	5.0614e-09
32	5.35207e-09
33	5.65461e-09
34	5.9695e-09
35	6.29724e-09
36	6.63835e-09
37	6.99338e-09
38	7.3629e-09
39	7.74751e-09
40	8.14781e-09
41	8.56444e-09
42	8.99808e-09
43	9.44942e-09
44	9.91917e-09
45	1.04081e-08
46	1.0917e-08
47	1.14466e-08
48	1.19979e-08
49	1.25717e-08
50	1.31688e-08
51	1.37904e-08
52	1.44373e-08
53	1.51106e-08
54	1.58114e-08
55	1.65408e-08
56	1.72999e-08
57	1.80901e-08
58	1.89125e-08
59	1.97684e-08
60	2.06593e-08
61	2.15865e-08
62	2.25516e-08
63	2.35561e-08
64	2.46016e-08
65	2.56897e-08
66	2.68222e-08
67	2.8001e-08
68	2.92278e-08
69	3.05047e-08
70	3.18338e-08
71	3.32171e-08
72	3.46568e-08
73	3.61553e-08
74	3.77149e-08
75	3.93382e-08
76	4.10278e-08
77	4.27863e-08
78	4.46165e-08
79	4.65215e-08
80	4.85042e-08
81	5.05678e-08
82	5.27156e-08
83	5.49511e-08
84	5.72778e-08
85	5.96995e-08
86	6.222e-08
87	6.48433e-08
88	6.75737e-08
89	7.04156e-08
90	7.33734e-08
91	7.6452e-08
92	7.96562e-08
93	8.29911e-08
94	8.64622e-08
95	9.00749e-08
96	9.3835e-08
97	9.77486e-08
98	1.01822e-07
99	1.06061e-07
100	1.10474e-07
101	1.15067e-07
102	1.19847e-07
103	1.24822e-07
104	1.3e-07
105	1.3539e-07
106	1.40999e-07
107	1.46837e-07
108	1.52914e-07
109	1.59239e-07
110	1.65822e-07
111	1.72673e-07
112	1.79804e-07
113	1.87226e-07
114	1.94951e-07
115	2.02991e-07
116	2.1136e-07
117	2.2007e-07
118	2.29135e-07
119	2.3857e-07
120	2.4839e-07
121	2.58612e-07
122	2.6925e-07
123	2.80322e-07
124	2.91847e-07
125	3.03841e-07
126	3.16325e-07
127	3.29319e-07
128	3.42843e-07
129	3.56919e-07
130	3.71569e-07
131	3.86817e-07
132	4.02687e-07
133	4.19205e-07
134	4.36398e-07
135	4.54291e-07
136	4.72916e-07
137	4.923e-07
138	5.12475e-07
139	5.33474e-07
140	5.55329e-07
141	5.78077e-07
142	6.01753e-07
143	6.26395e-07
144	6.52043e-07
145	6.78737e-07
146	7.06521e-07
147	7.35439e-07
148	7.65537e-07
149	7.96863e-07
150	8.29468e-07
151	8.63403e-07
152	8.98723e-07
153	9.35485e-07
154	9.73747e-07
155	1.01357e-06
156	1.05502e-06
157	1.09816e-06
158	1.14306e-06
159	1.18979e-06
160	1.23843e-06
161	1.28906e-06
162	1.34175e-06
163	1.39659e-06
164	1.45367e-06
165	1.51308e-06
166	1.57492e-06
167	1.63927e-06
168	1.70626e-06
169	1.77598e-06
170	1.84854e-06
171	1.92406e-06
172	2.00267e-06
173	2.08449e-06
174	2.16964e-06
175	2.25827e-06
176	2.35051e-06
177	2.44652e-06
178	2.54645e-06
179	2.65046e-06
180	2.75871e-06
181	2.87138e-06
182	2.98865e-06
183	3.1107e-06
184	3.23774e-06
185	3.36995e-06
